drug_name,num_prescriber,total_cost
EPINEPHRINE,17,40221.829999999994
SYNERA,4,39956.100000000006
VARIVAX VACCINE,6,39879.2
METHYLDOPA-HYDROCHLOROTHIAZIDE,48,39592.96999999999
ZARAH,58,39526.329999999994
TIMOPTIC,17,39322.50999999999
ROWASA,2,39115.61
DEMADEX,17,39015.02
MAGELLAN INSULIN SYRINGE,36,38244.53
AMIFOSTINE,1,38140.1
INDOCIN,5,38005.28
ADALAT CC,41,37819.16
DASETTA,145,37662.409999999996
GILDESS,131,37305.24999999999
AVIANE,171,37202.75000000001
ORSYTHIA,164,36597.35999999998
HALDOL DECANOATE 100,11,36544.44
ONMEL,2,36455.520000000004
DEXTROSE 5%-0.9% NACL,79,36376.060000000005
PREPLUS,180,36214.69999999998
BELLADONNA-OPIUM,4,36176.89
VANISHPOINT,22,35540.84
LEVORA-28,146,35407.61000000001
MINOCIN,3,35310.38
DUTOPROL,19,34992.54
CARDURA XL,25,34823.6
MONONESSA,181,34788.690000000024
XOPENEX,7,34066.13
SOLTAMOX,4,33841.2
ADVOCATE SYRINGES,38,33745.21000000001
TRI-LINYAH,194,33743.829999999994
PREDNICARBATE,20,33515.13
AMNESTEEM,11,33386.84
LEUPROLIDE ACETATE,3,33264.14
TIGAN,11,33155.27
CEFTIN,4,33119.57
VUSION,5,33056.26
ULTRA-THIN II,59,33046.409999999996
SYEDA,54,32814.63
DUTASTERIDE-TAMSULOSIN,7,32797.0
IOPIDINE,5,32671.369999999995
LOMOTIL,12,32635.59
MICROGESTIN,125,32518.960000000003
ALBUMIN (HUMAN),1,32253.94
TRIGLIDE,11,32245.55
AVELOX,6,32242.53
LINDANE,13,32236.79
ETIDRONATE DISODIUM,8,32153.52
PROPANTHELINE BROMIDE,38,31526.540000000005
VASERETIC,6,31260.279999999995
SINEMET 25-250,13,30895.03
DROXIA,47,30621.770000000004
PENICILLIN G SODIUM,3,30546.35
KARIVA,73,30445.349999999995
OLEPTRO ER,19,30418.779999999995
METAPROTERENOL SULFATE,34,30147.170000000006
TROPICAMIDE,52,29900.78
CHEMET,1,29808.27
DILATRATE-SR,13,29695.84
MEFLOQUINE HCL,32,29462.249999999996
MENOMUNE-A-C-Y-W-135,7,29415.07
ZOMETA,2,29410.760000000002
LEVALBUTEROL CONCENTRATE,8,29196.96
ROBAXIN-750,8,28943.76
TENORETIC 50,13,28873.83
RECLIPSEN,120,28332.600000000006
PREFEST,21,28237.45
PROCHLORPERAZINE EDISYLATE,5,28028.93
AZULFIDINE,14,28014.059999999998
VESTURA,44,27949.539999999994
NORA-BE,107,27883.489999999998
DESFERAL MESYLATE,2,27709.2
TENIVAC,26,27231.320000000003
DAYPRO,8,27217.809999999998
ASMANEX HFA,7,27108.33
MAGNESIUM SULFATE,58,27045.98999999999
CAMILA,108,26863.969999999998
LOTENSIN,30,26818.669999999995
ZITHROMAX,4,26435.55
MILLIPRED,9,26047.010000000002
ALDACTAZIDE,26,25877.409999999996
CHLORPROPAMIDE,24,25804.079999999994
ENPRESSE,101,25580.96000000001
AZURETTE,67,25546.810000000005
PREVIFEM,139,25365.32
ZOMIG ZMT,3,25302.399999999998
LIDOCAINE-HYDROCORTISONE,7,25255.65
ALOMIDE,10,25188.829999999998
MAXZIDE-25 MG,41,25071.02
FML,12,24960.440000000002
GLUCOTROL,21,24959.77
CIPRO,9,24914.64
MENTAX,10,24789.309999999998
XODOL 10-300,3,24612.68
ESGIC,10,24597.03
EASY TOUCH INSULIN SAFETY,23,24578.549999999996
ERY,24,24571.09
OGESTREL,51,24486.089999999993
MONO-LINYAH,135,24402.950000000015
SODIUM CITRATE & CITRIC ACID,31,24391.529999999988
PREVIDENT 5000,109,24381.04
SF,184,24354.66
HEALTHY ACCENTS UNIFINE PENTIP,60,24302.68
CALCIUM GLUCONATE,9,24272.07
DEPO-MEDROL,75,24254.390000000007
CIPROFLOXACIN-D5W,29,24084.890000000003
AZACTAM-ISO-OSMOTIC DEXTROSE,4,23951.99
VALPROATE SODIUM,4,23725.93
MEDROL,33,23638.860000000004
CLODERM,4,23475.84
HALCION,13,23301.309999999998
PHENYLEPHRINE HCL,32,23288.479999999996
TRANDOLAPRIL-VERAPAMIL ER,13,23237.97
NORPACE,6,23221.989999999998
PORTIA,89,23175.809999999998
VIORELE,62,23175.200000000008
AVEED,2,22992.27
ADVOCATE PEN NEEDLES,29,22973.010000000002
ALYACEN,80,22758.800000000007
VOL-PLUS,94,22637.319999999992
RECLAST,1,22585.11
NEOSPORIN G.U. IRRIGANT,8,22579.039999999997
LEVAQUIN,5,22435.8
1ST TIER UNIFINE PENTIPS,54,21977.02
NORGESTIMATE-ETHINYL ESTRADIOL,115,21780.569999999996
CHLOROQUINE PHOSPHATE,25,21746.64
LUTERA,108,21573.480000000007
PRIMLEV,2,21528.83
QUINIDINE SULFATE,89,21507.129999999997
PYRAZINAMIDE,13,21343.1
ZYLOPRIM,13,21285.59
PREVIDENT 5000 SENSITIVE,104,21190.440000000006
CEFEPIME-DEXTROSE,12,21143.71
CANTIL,7,20957.85
K-PHOS ORIGINAL,50,20942.55
DESONATE,3,20869.579999999998
MINOCYCLINE HCL ER,5,20833.35
LOCOID,2,20830.79
ANGELIQ,13,20798.78
CORDARONE,9,20730.82
LOCOID LIPOCREAM,2,20570.13
LOFIBRA,12,20539.289999999997
TRIVORA-28,85,20378.889999999992
CYCLOSERINE,1,20342.81
CYTOTEC,3,19892.19
ASSURE ID INSULIN SAFETY,26,19795.520000000004
BEYAZ,12,19765.89
BENTYL,14,19654.22
NATACYN,5,19619.3
COLESTID,9,19589.11
METHADONE INTENSOL,24,19484.65
RELION PEN NEEDLES,72,19408.54
YASMIN 28,16,19273.920000000002
AGRYLIN,1,19170.8
KELNOR 1-35,66,19013.11
CLINDAMYCIN PHOS-BENZOYL PEROX,9,18979.77
SECTRAL,7,18911.41
RETIN-A MICRO PUMP,2,18617.47
DORYX,2,18470.52
PODOFILOX,14,18403.44
AMICAR,1,18195.0
FORTAZ IN ISO-OSMOTIC DEXTROSE,4,18129.22
EPIDUO,5,18111.870000000003
BALZIVA,54,18107.680000000004
NP THYROID,76,18078.32
STREPTOMYCIN SULFATE,6,18043.07
JOLIVETTE,74,18018.829999999998
TAZICEF,10,17936.46
BENZACLIN,3,17842.99
PLETAL,14,17742.09
ZOVIA 1-35E,63,17657.460000000006
FALMINA,88,17657.309999999998
POTASSIUM CHL-NORMAL SALINE,13,17479.44
CYSTAGON,5,17443.120000000003
LOPRESSOR,4,17375.079999999998
EASY TOUCH INSULIN SYRINGE,56,17343.769999999997
PHENOBARBITAL SODIUM,3,17239.68
GRASTEK,4,17201.41
PAROMOMYCIN SULFATE,3,17026.45
AMETHYST,31,16898.530000000002
ERRIN,84,16844.280000000002
DOBUTAMINE HCL,9,16758.800000000003
EPANED,3,16730.800000000003
OMECLAMOX-PAK,1,16728.29
EXELDERM,5,16595.510000000002
DANTRIUM,9,16521.19
PREVIDENT 5000 PLUS,74,16485.37
CEREBYX,1,16442.35
METOZOLV ODT,1,16408.07
GENERESS FE,12,16399.15
ALMOTRIPTAN MALATE,3,16288.67
PAPAVERINE HCL,16,16230.109999999997
SKLICE,2,16188.89
NULYTELY WITH FLAVOR PACKS,14,16076.970000000001
FLAREX,14,16045.769999999997
YAZ,13,15973.85
ELINEST,61,15809.809999999998
HEPATAMINE,2,15781.060000000001
ZENATANE,3,15777.27
X-VIATE,23,15725.29
COLAZAL,2,15610.95
SPRIX,1,15572.03
ZERIT,3,15294.07
STRIANT,3,15278.25
TYLENOL-CODEINE NO.3,13,15209.409999999998
AK-POLY-BAC,45,15013.470000000003
CIPROFLOXACIN ER,6,14940.019999999999
MYORISAN,4,14912.56
LEVONORGESTREL-ETH ESTRADIOL,72,14896.189999999997
AMINOSYN II,9,14867.93
PAMIDRONATE DISODIUM,16,14865.809999999998
ACULAR,4,14740.869999999999
COLYTE WITH FLAVOR PACKS,19,14725.009999999998
EXTINA,2,14410.41
REGLAN,5,14393.67
LARIN FE,60,14254.77
DIFFERIN,5,14198.2
TOLBUTAMIDE,17,14156.369999999999
SUCLEAR,10,14104.169999999998
FURADANTIN,1,14098.17
BICILLIN C-R,9,13891.94
ATROVENT,8,13870.22
DEXTROSE IN LACTATED RINGERS,15,13682.75
VANDAZOLE,12,13446.07
NOVOFINE PLUS,17,13415.049999999997
K EFFERVESCENT,37,13356.249999999998
RETIN-A MICRO,2,13258.82
URIN D.S.,47,13256.57
DEXTROSE 5%-0.45% NACL-KCL,28,13195.89
GIAZO,2,13160.55
DENTAGEL,97,13109.770000000002
DORIBAX,3,13067.94
DROSPIRENONE-ETHINYL ESTRADIOL,19,12951.87
ENGERIX-B ADULT,11,12899.039999999999
TEKAMLO,5,12847.98
NATAZIA,8,12787.84
ACULAR LS,5,12760.97
METHADOSE,15,12731.460000000001
VITEKTA,1,12721.83
VINORELBINE TARTRATE,5,12683.96
SULFATRIM,14,12682.059999999998
CALCITRENE,1,12614.55
MENVEO A-C-Y-W-135-DIP,3,12594.85
HYDREA,15,12573.759999999998
ZENCHENT,37,12395.709999999997
ANAPROX DS,2,12234.369999999999
TESTOPEL,1,12228.91
PEG-3350 WITH FLAVOR PACKS,32,12208.029999999997
SALAGEN,6,12118.33
FLUCONAZOLE-NACL,17,12117.920000000002
ALPRAZOLAM INTENSOL,7,12012.96
FLUMAZENIL,17,12009.369999999999
PRED-G,4,11974.01
FOCALIN,8,11883.6
ACANYA,2,11850.57
MERREM,2,11783.22
MINITRAN,7,11639.99
PERIOGARD,71,11604.029999999999
VOLTAREN-XR,3,11515.17
DESOGESTREL-ETHINYL ESTRADIOL,56,11492.089999999995
PROCTO-PAK,26,11365.380000000001
XERESE,1,11302.18
SURE-PREP ALCOHOL PREP PADS,22,11301.550000000001
PENLAC,2,11172.39
QUALAQUIN,4,11161.69
RENAL CAPS,23,11064.799999999997
COLOCORT,7,11024.72
SODIUM PHOSPHATE,3,11000.55
ZENCHENT FE,13,10973.090000000002
TAPAZOLE,12,10894.78
MUSTARGEN,1,10845.55
VIROPTIC,1,10791.25
HEATHER,46,10669.04
NEOMYCIN-BACITRACIN-POLYMYXIN,20,10640.38
TILIA FE,20,10637.02
MYZILRA,42,10606.85
ATRALIN,2,10418.029999999999
TRIANEX,1,10417.68
LEVONEST,46,10375.079999999998
TRI-LEGEST FE,19,10372.699999999999
LINEZOLID-0.9% NACL,3,10321.32
CORTISPORIN-TC,5,10252.09
VELIVET,33,10251.220000000001
RAZADYNE ER,3,10086.98
SINEMET 10-100,6,10026.41
DIABETA,5,10021.8
PIMTREA,27,9968.02
PRIMAXIN,4,9965.71
BETAMETHASONE ACETATE-SOD PHOS,10,9917.53
ZOVIA 1-50E,32,9868.159999999998
TOLAZAMIDE,7,9813.98
PEGINTRON,1,9773.87
SODIUM SULFACETAMIDE-SULFUR,4,9761.599999999999
VANCOMYCIN-D5W,20,9729.21
KLOR-CON-EF,28,9677.920000000002
DERMASORB TA,1,9576.44
MEFENAMIC ACID,2,9430.25
ALCOHOL SWAB,148,9424.649999999996
OLUX-E,1,9411.48
CARISOPRODOL-ASPIRIN-CODEINE,3,9405.279999999999
SODIUM ACETATE,6,9400.57
ALDARA,1,9327.98
ALBUTEIN,3,9310.279999999999
VFEND IV,4,9299.63
PRIMSOL,2,9280.77
NAFTIFINE HCL,3,9257.58
NEOMYCIN-BACITRACIN-POLY-HC,15,9181.270000000002
SARAFEM,2,9143.58
METIPRANOLOL,18,9140.789999999999
CLINDAMYCIN PALMITATE HCL,3,9133.47
SRONYX,41,9090.379999999997
PRENATAL VITAMIN PLUS LOW IRON,62,9080.97
NABI-HB,1,9060.45
MEROPENEM-0.9% NACL,3,8853.59
ERYGEL,3,8773.19
FELDENE,3,8654.539999999999
RIFAMATE,1,8599.0
CEFTIBUTEN,2,8588.970000000001
RENO CAPS,28,8555.689999999999
DEXAMETHASONE INTENSOL,6,8510.08
CLORPRES,7,8446.64
RHEUMATREX,2,8356.78
PAROEX,61,8341.389999999998
RIFADIN,1,8254.49
LOPROX,1,8212.86
NIKKI,13,8177.670000000001
INFUMORPH,1,8166.99
DEXPAK,4,8151.389999999999
NEUT,2,8103.76
MARLISSA,38,8100.179999999999
PENTAM 300,5,8029.15
IXIARO,2,7956.85
STIMATE,1,7829.94
HIPREX,5,7824.179999999999
ALTAVERA,35,7754.399999999999
CISPLATIN,11,7460.949999999998
URIBEL,3,7360.719999999999
EMOQUETTE,37,7338.989999999999
CRINONE,4,7299.03
HYDROMET,12,7284.020000000001
UREA,4,7272.11
ELOCON,5,7264.0199999999995
PENICILLIN GK-ISO-OSM DEXTROSE,1,7192.31
NORETHINDRON-ETHINYL ESTRADIOL,25,7185.74
MAVIK,8,7113.470000000001
FLAGYL,1,7010.52
ZITHRANOL,1,6950.72
PROVERA,13,6871.339999999998
MAXIDEX,5,6840.96
SURE-JECT INSULIN SYRINGE,19,6831.77
CEFAZOLIN,6,6783.52
ALCOHOL PREP SWABS,59,6772.729999999999
SHAROBEL,32,6674.780000000001
METROCREAM,1,6673.38
MINI ULTRA-THIN II,16,6628.19
POTASSIUM PHOSPHATE,4,6528.6
UROGESIC-BLUE,4,6525.400000000001
PHENYTOIN SODIUM,2,6510.580000000001
K-PHOS NEUTRAL,10,6509.52
SELECT-OB + DHA,3,6473.580000000001
OMNIPRED,3,6446.299999999999
RABAVERT,1,6444.03
ARANELLE,18,6300.95
HALDOL DECANOATE 50,3,6300.0
CALAN,2,6299.54
UNASYN,4,6285.63
FLUDARABINE PHOSPHATE,1,6270.58
SE-NATAL 19,18,6114.68
VISTARIL,3,6074.72
ORTHO TRI-CYCLEN,12,6034.64
GRIS-PEG,2,6020.320000000001
PERSANTINE,4,6009.4400000000005
GENTAMICIN SULFATE IN NS,20,5980.4800000000005
HECORIA,2,5883.38
LOMEDIA 24 FE,7,5869.369999999999
PREVIDENT 5000 ENAMEL PROTECT,26,5799.65
LEVULAN,1,5756.8
ENSKYCE,38,5730.249999999999
CORZIDE,3,5729.5599999999995
NITROMIST,1,5616.21
POLYCIN,20,5614.479999999999
ELESTAT,2,5553.05
OMNIPOD,1,5512.0
SYNJARDY,1,5486.17
METHYLPHENIDATE SR,6,5470.53
QUASENSE,4,5459.710000000001
QUESTRAN,3,5400.55
DOLOPHINE HCL,2,5339.74
EPROSARTAN MESYLATE,5,5320.24
PREGNYL,2,5289.22
ALCOHOL WIPES,26,5213.920000000001
VICOPROFEN,2,5205.42
GAVILYTE-H AND BISACODYL,6,5163.13
LOTRISONE,3,5162.280000000001
PHENTOLAMINE MESYLATE,1,5152.43
EPIPEN JR 2-PAK,1,5033.82
CYCLOGYL,5,4980.679999999999
ZEBUTAL,4,4955.5
PCE,1,4926.74
ISOPTO CARPINE,4,4910.360000000001
TENORETIC 100,4,4863.74
ASPIRIN-CAFFEINE-DIHYDROCODEIN,2,4780.26
REPREXAIN,1,4762.35
IMOVAX RABIES VACCINE,1,4750.35
AMOX TR-POTASSIUM CLAVULANATE,16,4695.8
PRENATE DHA,3,4674.1900000000005
MIRCETTE,3,4650.81
SILVADENE,5,4650.0199999999995
FLONASE,4,4629.889999999999
OXACILLIN,1,4626.94
QNASL CHILDREN,1,4619.69
NEO-SYNALAR,1,4616.56
DIHYDROCODEIN-ACETAMINOPH-CAFF,1,4592.97
CARISOPRODOL COMPOUND-CODEINE,2,4590.68
EFFER-K,20,4559.57
GILDAGIA,13,4539.51
IPOL,6,4475.5599999999995
CLINDAMYCIN PHOSPHATE-D5W,5,4414.19
MYAMBUTOL,6,4403.96
BROMFED DM,1,4385.8
LESSINA,22,4352.669999999999
LUVOX CR,1,4352.46
COLY-MYCIN S,7,4304.68
CEFAZOLIN SODIUM-DEXTROSE,9,4303.599999999999
LOPID,2,4273.18
PNV-DHA,7,4214.66
DEBLITANE,19,4121.139999999999
ZIANA,1,4102.12
WYMZYA FE,5,4018.83
MACROBID,1,3995.79
XYLOCAINE-MPF,16,3951.9300000000003
DOXORUBICIN HCL,3,3949.37
LOESTRIN FE,3,3928.74
PRECOSE,3,3923.3599999999997
PROMETHAZINE-CODEINE,24,3917.2999999999997
EC-NAPROSYN,2,3895.48
ALPROSTADIL,1,3873.91
SULFAMYLON,4,3848.75
AMINO ACIDS,4,3844.1800000000003
ORTHO MICRONOR,7,3788.54
KHEDEZLA,1,3736.15
VITAFOL-OB+DHA,3,3722.7799999999997
MICROZIDE,8,3715.6600000000003
UMECTA,1,3700.94
VITAFOL-ONE,2,3582.1400000000003
LEVETIRACETAM-NACL,1,3564.3
DIASTAT,1,3563.93
CLEOCIN,1,3502.62
ZEBETA,2,3484.54
URELLE,1,3445.05
DESOGESTR-ETH ESTRAD ETH ESTRA,7,3371.2099999999996
TETANUS TOXOID ADSORBED,4,3353.6400000000003
ORTHO-NOVUM,5,3336.8900000000003
NIZORAL,3,3326.6000000000004
LACLOTION,13,3297.42
KURVELO,28,3259.3399999999997
SODIUM SULFACETAMIDE,3,3252.0
BRIELLYN,9,3205.94
DESVENLAFAXINE FUMARATE ER,2,3189.7
FOSCARNET SODIUM,1,3137.86
PRENATE MINI,2,3124.27
CITRANATAL 90 DHA,3,3110.77
ERYTHROCIN LACTOBIONATE,1,3075.49
KABIVEN,1,3030.32
PROPARACAINE HCL,3,3029.78
BETAGAN,3,3021.4700000000003
RAGWITEK,1,2996.88
LOMUSTINE,4,2958.96
QUESTRAN LIGHT,1,2951.82
ZMAX,1,2899.61
MEGACE,2,2888.73
ETOPOSIDE,4,2789.81
CLEOCIN PHOSPHATE,3,2781.4300000000003
PIRMELLA,25,2770.3300000000004
UTIRA-C,1,2736.69
AUTOSHIELD PEN NEEDLE,6,2729.71
MAGNESIUM SULFATE-D5W,1,2717.99
NORETHIN-ETH ESTRA FERROUS FUM,11,2698.79
PRODIGY INSULIN SYRINGE,9,2697.26
AMTURNIDE,1,2691.26
PROCARDIA,1,2666.12
CAZIANT,9,2644.5699999999997
VIDEX,1,2634.2
POTASSIUM BICARBONATE,16,2627.8599999999997
VIRT-PN DHA,4,2625.85
RELENZA,2,2605.16
USTELL,1,2575.08
LEENA,8,2570.5099999999998
FLUVASTATIN ER,1,2556.45
CEFIXIME,1,2554.36
AVELOX IV,2,2547.3
SE-TAN DHA,3,2462.66
PHILITH,8,2457.67
VITAMEDMD ONE RX,2,2417.07
SURE-FINE PEN NEEDLES,5,2389.0499999999997
PREDNISONE INTENSOL,1,2342.69
INFANRIX DTAP,4,2331.19
CENTANY AT,1,2317.1
GLYNASE,2,2303.52
RELNATE DHA,1,2295.84
POTASSIUM CHLORIDE-NACL,4,2284.04
HYOSCYAMINE SULFATE ER,3,2263.96
BELVIQ,1,2249.68
PRIMAQUINE,2,2244.01
CAPACET,5,2233.7400000000002
TEXACORT,1,2232.7
JENCYCLA,18,2213.13
FLUCONAZOLE IN DEXTROSE,2,2202.36
1ST TIER UNIFINE PENTIPS PLUS,7,2181.55
TENCON,4,2172.2999999999997
HOMATROPAIRE,4,2152.7799999999997
TERAZOL 7,2,2136.86
NAPROSYN,1,2130.0
POTASSIUM CITRATE-CITRIC ACID,3,2115.49
GYNAZOLE 1,2,2110.7
MESNEX,1,2104.07
BACTRIM DS,1,2069.99
DEXTROSE 5%-0.2% NACL,3,2035.67
SYNALGOS-DC,2,2028.86
ANTABUSE,1,2019.6
ACYCLOVIR SODIUM,2,2005.0
CELESTONE,1,1986.25
MULTIVITAMIN WITH FLUORIDE,11,1972.45
JOLESSA,2,1970.3400000000001
AYGESTIN,2,1968.6100000000001
REA LO 40,2,1968.56
CEDAX,1,1954.65
COLYTE WITH FLAVOR PACKETS,4,1940.23
ACCURETIC,2,1904.31
WEBCOL,28,1900.4300000000005
TROPHAMINE,1,1885.11
OB COMPLETE PETITE,1,1883.7
LARIN,7,1879.7799999999997
WERA,7,1832.21
MARGESIC,2,1781.87
OB COMPLETE ONE,1,1780.63
ESTROSTEP FE,1,1757.21
CITRANATAL DHA,2,1747.92
PRENATE ELITE,1,1728.01
MAXITROL,1,1713.9
HYOSYNE,2,1694.8300000000002
TOLAK,1,1688.63
MAXIPIME,4,1663.16
KENALOG-10,3,1656.61
SAFYRAL,1,1654.54
NEBUPENT,1,1627.58
DERMATOP,1,1582.05
NATELLE ONE,1,1580.83
ORACIT,4,1578.27
ULTILET INSULIN SYRINGE,6,1566.8000000000002
TICLOPIDINE HCL,2,1543.86
PRIFTIN,2,1522.81
PROMETHAZINE-DM,16,1522.4000000000003
NOR-Q-D,2,1512.3400000000001
BUPIVACAINE HCL,5,1512.1299999999999
BACIIM,1,1486.23
TRICARE,4,1479.48
TERUMO INSULIN SYRINGE,7,1466.9399999999998
CLINDAMYCIN PEDIATRIC,1,1454.28
ORTHO-CYCLEN,3,1440.0500000000002
VITAMEDMD PLUS RX,1,1415.54
PHOSLO,1,1409.76
POTASSIUM ACETATE,3,1403.32
TOPCARE ULTRA COMFORT,8,1402.44
NEPHRON FA,3,1391.5700000000002
VYFEMLA,3,1388.17
TRIPHROCAPS,5,1386.26
CURITY ALCOHOL PREPS,27,1380.09
PRENATE ENHANCE,1,1378.94
NEPHROCAPS,1,1368.48
INSUMED,3,1360.8999999999999
PRENATE CHEWABLE,1,1339.59
NEXA PLUS,1,1338.49
PRENATE AM,1,1329.11
HYDROCODONE-CHLORPHENIRAMNE ER,1,1310.53
DRITHOCREME HP,1,1299.98
FEMCON FE,1,1297.93
DILT-CD,5,1286.65
BUPROBAN,3,1284.1399999999999
HYDROCODONE-HOMATROPINE MBR,3,1277.15
NEPHRO-VITE RX,3,1268.91
DELESTROGEN,1,1266.25
CAMPRAL,1,1253.89
ACETASOL HC,1,1224.53
PROCALAMINE,1,1171.97
K-PHOS NO.2,2,1165.46
CYTRA-K,1,1163.85
VITAFOL ULTRA,1,1137.04
LUDENT FLUORIDE,13,1133.9700000000003
PNV-SELECT,1,1123.3
ROCEPHIN,1,1119.14
IBUDONE,1,1099.97
VOL-NATE,6,1088.63
CARNITOR SF,1,1085.47
ANTIPYRINE-BENZOCAINE,5,1079.18
REMEVEN,2,1046.53
DIETHYLPROPION HCL ER,1,1040.44
MINIPRESS,1,1021.93
DILAUDID-HP,1,1000.33
HEPARIN SODIUM-D5W,1,975.0
THINPRO INSULIN SYRINGE,4,954.41
EPIFOAM,1,944.71
BD INSULIN SYRINGE MICRO-FINE,4,942.53
TRICITRATES,2,933.8
PIMOZIDE,1,924.17
XYLOCAINE,1,915.29
ELITE-OB,2,892.11
FLUORIDE,8,858.8299999999999
PREQUE 10,1,824.63
EMLA,1,819.2
CEFOTAXIME SODIUM,1,817.16
AXONA,1,790.79
EXTRA-VIRT PLUS DHA,1,790.7
B-D SINGLE USE ALCOHOL SWAB,8,778.6900000000002
GLYDO,1,769.22
GUANIDINE HCL,1,768.34
TPN ELECTROLYTES,1,756.69
DILTZAC ER,2,755.95
NEO-POLYCIN HC,1,750.55
DEPLIN-ALGAL OIL,1,743.02
CLINPRO 5000,5,742.0699999999999
RENA-VITE RX,3,728.97
KLOR-CON SPRINKLE,1,726.1
GILDESS 24 FE,1,702.31
RECOMBIVAX HB,1,676.01
LOTENSIN HCT,1,670.12
TOPOSAR,1,669.74
VIRT-PN PLUS,1,658.13
PRENAISSANCE PLUS,1,656.37
PHENERGAN,1,652.43
MAXI-COMFORT,2,650.8299999999999
ZATEAN-PN PLUS,1,649.67
VOL-CARE RX,2,640.27
VIRT-CAPS,2,634.08
VIRT-PN,1,627.77
DEXTROSE 5%-0.225% NACL,1,613.31
VINCRISTINE SULFATE,2,599.11
ROXICET,2,591.62
ANASPAZ,3,569.6600000000001
ZATEAN-PN,1,522.52
PHENDIMETRAZINE TARTRATE,1,522.45
TETRACAINE HCL,1,522.0699999999999
TRINATAL GT,4,501.3
BETADINE,1,479.08
BSS,2,461.92
HYDROCODONE BT-HOMATROPINE MBR,1,456.57
CAREFINE PEN NEEDLE,3,456.3299999999999
OSCIMIN SL,1,453.29
DEXTROSE 5%-NS-KCL,1,432.99
HEPARIN SODIUM IN 0.45% NACL,1,432.52
ADRUCIL,1,427.42
VITAFOL-OB,1,419.94
TARON-C DHA,1,405.44
TRINATAL RX 1,5,385.62
CYTARABINE,2,385.58000000000004
SALACYN,1,385.55
ROBINUL,1,383.42
PHENTERMINE HCL,3,365.41
STERILE PADS,3,362.75
CONCEPT DHA,1,327.14
CLOMIPHENE CITRATE,1,306.47
NEPHPLEX RX,2,303.03999999999996
BD INSULIN SYRINGE ULT-FINE II,1,302.87
ESTARYLLA,1,302.04
CHERATUSSIN AC,1,297.71
FOLIVANE-OB,1,292.16
COMPLETE NATAL DHA,1,291.48
TOPCARE CLICKFINE,1,266.04
FLUORIDEX DAILY DEFENSE,1,251.76
MULTIVITAMINS W-FLUORIDE-IRON,1,231.71
CLEOCIN PHOSPHATE IN D5W,1,230.21
FORTAZ,1,221.34
MULTIVITAMINS WITH FLUORIDE,2,214.73000000000002
SORINE,2,202.75
FOLBIC,1,180.93
LIDOCAINE HCL-EPINEPHRINE,1,179.62
PRENATA,1,169.24
DEXTROSE 5%-POTASSIUM CHLORIDE,1,166.11
ACTHIB,1,164.55
GLUCOPRO,1,161.99
STERI-PAD,1,161.04
TRI-ESTARYLLA,1,146.63
SODIUM FLUORIDE,1,139.12
DEXTROSE 5%-1/2NS-KCL,1,131.74
GAUZE PADS,1,114.7
FOLIC ACID-VIT B6-VIT B12,1,113.73
MARCAINE,1,102.5
DEXTROSE 5%-0.225% NACL-KCL,1,94.66
O-CAL FA,1,88.72
FE C PLUS,1,77.97
ULTILET ALCOHOL SWAB,2,46.230000000000004
VIRT-VITE GT,6,0.22999999999999998
VIRT NATE,1,0.15
VIRTPREX,1,0.04
